Service ID,Customer ID,Count_serv,Quarter_serv,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Status ID,Count_status,Quarter_status,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Count_demo,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,Count_loc,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,segment
QQOTYHUAZ8449,8344-WFMFH,1,Q3,No,0,9,Offer E,Yes,27.64,No,Yes,Cable,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,484.05,0.0,0,248.76,732.81,UXLIZR3862,1,Q3,4,Stayed,No,0,56,4738,nan,nan,1,Male,34,No,No,No,Yes,2,SNEYIO1264,1,United States,California,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,8,350.0,critical
YTBGINKCG7856,8822-KNBHV,1,Q3,No,0,48,nan,Yes,45.51,Yes,Yes,DSL,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,83.45,3887.85,0.0,0,2184.48,6072.33,GNXZAF5138,1,Q3,4,Stayed,No,0,58,4250,nan,nan,1,Female,30,No,No,No,No,0,NACCEG9381,1,United States,California,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,10,350.0,critical
UWVCETFTX4822,8404-FYDIB,1,Q3,No,0,26,Offer C,Yes,49.87,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.65,2208.75,0.0,0,1296.62,3505.37,LIBETV2943,1,Q3,3,Stayed,No,0,54,4469,nan,nan,1,Male,19,Yes,No,No,No,0,ACMEKO5436,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728,11,350.0,critical
NEQFTCJAK3949,2791-SFVEW,1,Q3,No,0,9,Offer E,Yes,34.79,No,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,238.15,0.0,0,313.11,551.26,MIDUDM9154,1,Q3,4,Stayed,No,0,27,3772,nan,nan,1,Female,63,No,No,No,No,0,CVZQWG1313,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,12,350.0,occasional_defaulter
NPBXEARHK4414,6762-NSODU,1,Q3,Yes,9,46,nan,Yes,12.68,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,958.15,0.0,0,583.28,1541.43,FTDRBW8986,1,Q3,4,Stayed,No,0,77,4630,nan,nan,1,Female,46,No,No,Yes,Yes,3,RVVPJK9869,1,United States,California,Los Angeles,90015,"34.039224, -118.266293",34.039224,-118.266293,14,350.0,habitual_defaulter
QJEAUAVQX1431,9888-ZCUMM,1,Q3,Yes,3,64,nan,No,0.0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,3845.45,0.0,0,0.0,3845.45,BQUGDY9385,1,Q3,4,Stayed,No,0,77,4120,nan,nan,1,Male,48,No,No,Yes,Yes,1,OYDQRL1231,1,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,17,350.0,critical
DPVRBCETL7145,1074-WVEVG,1,Q3,Yes,6,59,nan,Yes,31.43,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,1267.0,0.0,0,1854.37,3121.37,QENQXN9417,1,Q3,5,Stayed,No,0,57,5757,nan,nan,1,Female,29,Yes,No,Yes,No,0,KCXWPF2732,1,United States,California,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,20,350.0,critical
FISTTIOMZ4566,9979-RGMZT,1,Q3,No,0,7,Offer E,Yes,36.49,No,Yes,Fiber Optic,42,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,94.05,633.45,0.0,0,255.43,888.88,CKVIIN3951,1,Q3,3,Stayed,No,0,38,5545,nan,nan,1,Female,20,Yes,No,No,No,0,USOOKX2411,1,United States,California,Los Angeles,90022,"34.02381, -118.156582",34.02381,-118.156582,21,350.0,critical
HNRPQVPBE6874,2108-GLPQB,1,Q3,Yes,7,25,Offer C,Yes,11.6,Yes,Yes,DSL,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.55,1405.3,0.0,0,290.0,1695.3,SISYUO7773,1,Q3,5,Stayed,No,0,49,2950,nan,nan,1,Male,49,No,No,Yes,No,0,FRDOJO9845,1,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,24,350.0,critical
FZBWNZXRU2617,5474-LAMUQ,1,Q3,Yes,9,24,Offer C,Yes,35.8,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,533.9,0.0,0,859.2,1393.1,UXMCOH8364,1,Q3,3,Stayed,No,0,69,5689,nan,nan,1,Male,56,No,No,Yes,No,0,UNLAOH6757,1,United States,California,Los Angeles,90029,"34.089953, -118.294824",34.089953,-118.294824,28,350.0,occasional_defaulter
CLUKAWSLD5812,3468-DRVQJ,1,Q3,Yes,5,10,nan,Yes,26.37,Yes,Yes,Cable,26,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70.3,676.15,0.0,0,263.7,939.85,PLOFES8929,1,Q3,4,Stayed,No,0,36,5496,nan,nan,1,Female,42,No,No,Yes,Yes,1,PAVLEJ2598,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,29,350.0,critical
CUANPZTTQ7784,1122-YJBCS,1,Q3,Yes,7,69,Offer A,Yes,14.18,No,Yes,DSL,16,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,53.65,3804.4,0.0,0,978.42,4782.82,KFKHMQ3817,1,Q3,3,Stayed,No,0,55,6092,nan,nan,1,Male,36,No,No,Yes,No,0,ZDZTKC9694,1,United States,California,Los Angeles,90032,"34.078821, -118.177576",34.078821,-118.177576,30,350.0,critical
LHQVEICRW9465,4990-ALDGW,1,Q3,No,0,57,nan,Yes,38.73,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1118.8,0.0,0,2207.61,3326.41,FVELSH1518,1,Q3,3,Stayed,No,0,60,6271,nan,nan,1,Male,37,No,No,No,No,0,IXFBSD4754,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,31,350.0,critical
KWDBWKPHG4613,4816-OKWNX,1,Q3,Yes,2,50,nan,Yes,36.21,No,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4,5236.4,0.0,0,1810.5,7046.9,LTOZUN9456,1,Q3,5,Stayed,No,0,68,5437,nan,nan,1,Male,38,No,No,Yes,Yes,1,RTXPSM4345,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,32,350.0,critical
MOLSYIUSW9778,3315-IKYZQ,1,Q3,Yes,2,28,Offer C,No,0.0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,50.8,1386.8,0.0,0,0.0,1386.8,NBTTCX6642,1,Q3,4,Stayed,No,0,45,3240,nan,nan,1,Male,42,No,No,Yes,Yes,1,IJXCSV5172,1,United States,California,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,33,350.0,critical
OOQQWXXSP2189,4747-LCAQL,1,Q3,No,0,25,Offer C,Yes,7.55,No,Yes,DSL,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.0,1902.0,0.0,0,188.75,2090.75,MCFJOH1982,1,Q3,4,Stayed,No,0,52,5263,nan,nan,1,Male,28,Yes,No,No,No,0,IBBKCH7645,1,United States,California,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,35,350.0,critical
ZFFSNTTDQ5572,0898-XCGTF,1,Q3,Yes,1,61,nan,Yes,21.96,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.5,5673.7,0.0,0,1339.56,7013.26,QDWPUM1176,1,Q3,5,Stayed,No,0,49,5926,nan,nan,1,Male,46,No,No,Yes,No,0,ZZSSLZ2531,1,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595,37,350.0,critical
KIKTBPAKX4659,8006-PYCSW,1,Q3,No,0,2,nan,Yes,35.5,No,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,39.8,0.0,0,71.0,110.8,CQEPTT4181,1,Q3,5,Joined,No,0,65,2051,nan,nan,1,Female,60,No,No,No,No,0,AQSVOX3668,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,38,350.0,occasional_defaulter
FZBNFGOPT9727,8249-THVEC,1,Q3,Yes,3,51,nan,Yes,37.63,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.4,997.75,0.0,0,1919.13,2916.88,FGPWWI5294,1,Q3,4,Stayed,No,0,73,4025,nan,nan,1,Male,38,No,No,Yes,Yes,3,JAKDHK7366,1,United States,California,Los Angeles,90041,"34.137412, -118.207607",34.137412,-118.207607,39,350.0,habitual_defaulter
CDRVVPPOJ6121,8722-PRFDV,1,Q3,Yes,10,71,Offer A,Yes,48.76,No,Yes,Cable,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,77.55,5574.35,0.0,0,3461.96,9036.31,OOECHU2138,1,Q3,3,Stayed,No,0,27,5097,nan,nan,1,Female,21,Yes,No,Yes,Yes,3,YGEGUU7839,1,United States,California,Los Angeles,90042,"34.11572, -118.192754",34.11572,-118.192754,40,350.0,critical
JULNRAUGN9759,2164-SOQXL,1,Q3,Yes,10,20,nan,Yes,14.79,No,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,406.05,0.0,0,295.8,701.85,AMXGBP5157,1,Q3,3,Stayed,No,0,43,2698,nan,nan,1,Female,31,No,No,Yes,Yes,2,GDWTJM3791,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,41,350.0,critical
BQAHZXFIA4364,4020-KIUDI,1,Q3,Yes,8,6,Offer E,Yes,23.73,No,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,138.85,0.0,0,142.38,281.23,ETASGB2884,1,Q3,5,Stayed,No,0,42,2186,nan,nan,1,Male,54,No,No,Yes,Yes,2,UMGPCD1637,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,42,350.0,critical
MYBXWKLLQ9798,5850-BDWCY,1,Q3,No,0,6,Offer E,Yes,43.18,No,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,123.65,0.0,0,259.08,382.73,XTDNFQ2336,1,Q3,5,Stayed,No,0,26,5029,nan,nan,1,Female,64,No,No,No,No,0,PWUEYK4628,1,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,43,350.0,critical
NQNNGQUXG8773,2038-YSEZE,1,Q3,No,0,29,Offer C,Yes,13.74,Yes,Yes,DSL,2,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,67.45,1801.1,0.0,0,398.46,2199.56,ILAWUU2951,1,Q3,3,Stayed,No,0,65,3152,nan,nan,1,Female,48,No,No,No,No,0,FMVTTV3623,1,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,44,350.0,occasional_defaulter
EGQBSUINA9935,0827-ITJPH,1,Q3,No,0,36,Offer C,Yes,8.5,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,18.55,689.0,0.0,0,306.0,995.0,INQSUA4188,1,Q3,3,Stayed,No,0,28,5703,nan,nan,1,Male,33,No,No,No,No,0,ABNPUD5525,1,United States,California,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441,45,350.0,critical
KFONHVXWG6864,8799-OXZMD,1,Q3,No,0,28,Offer C,No,0.0,No,Yes,DSL,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.75,790.7,0.0,0,0.0,790.7,RRFCUW6449,1,Q3,5,Stayed,No,0,67,5463,nan,nan,1,Female,35,No,No,No,No,0,VZUKXM2926,1,United States,California,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,46,350.0,occasional_defaulter
MEAEIROUN1317,1705-GUHPV,1,Q3,No,0,63,Offer B,Yes,26.74,Yes,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.2,1618.2,0.0,0,1684.62,3302.82,TKNXGF1339,1,Q3,3,Stayed,No,0,64,4948,nan,nan,1,Female,64,No,No,No,No,0,XTQHQQ7427,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,48,350.0,critical
RSKRQZUCM8639,4779-ZGICK,1,Q3,No,0,48,Offer B,Yes,11.86,Yes,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.55,1173.35,0.0,0,569.28,1742.63,MDZVVC5588,1,Q3,3,Stayed,No,0,66,5019,nan,nan,1,Male,39,No,No,Yes,Yes,1,HFCLVS3413,1,United States,California,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,49,350.0,critical
DPTPPNRJW4416,0048-PIHNL,1,Q3,Yes,5,49,Offer B,Yes,49.58,No,No,nan,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.45,900.9,0.0,0,2429.42,3330.32,TRTMLW9965,1,Q3,3,Stayed,No,0,20,6061,nan,nan,1,Female,48,No,No,Yes,No,0,AXEACK4676,1,United States,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,50,350.0,critical
RFVGMHTBD7397,3967-KXAPS,1,Q3,Yes,5,72,Offer A,Yes,13.59,Yes,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,92.3,6719.9,0.0,0,978.48,7698.38,BXCHEJ7665,1,Q3,4,Stayed,No,0,56,5136,nan,nan,1,Male,42,No,No,Yes,No,0,CVHGRD7817,1,United States,California,Los Angeles,90061,"33.92128, -118.274186",33.92128,-118.274186,52,350.0,critical
TICNXCEIK2839,3704-IEAXF,1,Q3,Yes,9,72,nan,No,0.0,No,Yes,DSL,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,53.65,3784.0,0.0,0,0.0,3784.0,RRGMLX2587,1,Q3,3,Stayed,No,0,47,5498,nan,nan,1,Female,49,No,No,Yes,Yes,3,FEWQVQ8599,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.185237,54,350.0,critical
NAWLJBHCH3151,6810-VCAEX,1,Q3,No,0,47,Offer B,No,0.0,No,Yes,DSL,3,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.65,1798.65,0.0,0,0.0,1798.65,JLLZTQ3798,1,Q3,4,Stayed,No,0,26,4670,nan,nan,1,Female,57,No,No,No,No,0,DXHJDD2224,1,United States,California,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,55,350.0,occasional_defaulter
PQRXYBQTV8915,0674-EYYZV,1,Q3,No,0,1,nan,Yes,36.33,No,Yes,DSL,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.65,54.65,0.0,0,36.33,90.98,QGIBAU7221,1,Q3,3,Joined,No,0,74,5882,nan,nan,1,Female,41,No,No,No,No,0,XSRCGT3447,1,United States,California,Los Angeles,90065,"34.108833, -118.229715",34.108833,-118.229715,56,350.0,habitual_defaulter
YEBPJPELM9932,4480-MBMLB,1,Q3,No,0,36,Offer C,Yes,28.41,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8,3886.45,0.0,0,1022.76,4909.21,ZRUKQT7532,1,Q3,3,Stayed,No,0,68,5319,nan,nan,1,Female,52,No,No,No,No,0,EDKGRH9836,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,57,350.0,critical
BMVIXYSXZ2738,1395-OFUWC,1,Q3,Yes,5,43,Offer B,No,0.0,No,Yes,Cable,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.3,1224.05,0.0,0,0.0,1224.05,PDEEOM6279,1,Q3,3,Stayed,No,0,70,4741,nan,nan,1,Male,44,No,No,Yes,Yes,3,IPONGT5196,1,United States,California,Los Angeles,90067,"34.057496, -118.413959",34.057496,-118.413959,58,350.0,occasional_defaulter
TSISXKJLE1639,2832-KJCRD,1,Q3,No,0,38,Offer C,Yes,23.95,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.65,3988.5,0.0,140,910.1,5038.6,KHXKJC8971,1,Q3,5,Stayed,No,0,47,2511,nan,nan,1,Female,22,Yes,No,No,No,0,PDKRPB3782,1,United States,California,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,61,21.0,critical
QQBZZTQPW5451,4075-WKNIU,1,Q3,Yes,6,10,Offer E,Yes,5.59,Yes,Yes,DSL,59,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.35,733.5,0.0,0,55.9,789.4,YXRBZH4969,1,Q3,4,Stayed,No,0,44,2342,nan,nan,1,Female,25,Yes,No,Yes,Yes,3,CQMQLF8388,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.171368,63,350.0,critical
IEQJPWONE5975,5090-EMGTC,1,Q3,Yes,10,59,Offer B,Yes,45.75,No,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.05,6034.85,0.0,0,2699.25,8734.1,OLEAVT2998,1,Q3,3,Stayed,No,0,70,4521,nan,nan,1,Female,32,No,No,Yes,No,0,OGHVSK7444,1,United States,California,Beverly Hills,90210,"34.099891, -118.414338",34.099891,-118.414338,64,350.0,occasional_defaulter
VFHRNOGMB5494,2346-CZYIL,1,Q3,No,0,27,Offer C,Yes,39.77,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,531.6,0.0,0,1073.79,1605.39,HIEESV8483,1,Q3,3,Stayed,No,0,52,4962,nan,nan,1,Male,42,No,No,No,No,0,AZUGAB1296,1,United States,California,Beverly Hills,90211,"34.063947, -118.383001",34.063947,-118.383001,65,350.0,critical
WIVDURNZE7984,6258-NGCNG,1,Q3,No,0,7,Offer E,Yes,1.41,Yes,No,nan,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,23.5,173.0,0.0,0,9.87,182.87,CWWPSS7693,1,Q3,4,Stayed,No,0,33,5508,nan,nan,1,Male,54,No,No,No,No,0,BMHKNJ4993,1,United States,California,Compton,90220,"33.88151, -118.234451",33.88151,-118.234451,67,350.0,critical
GQPZOUTVV8266,4186-ZBUEW,1,Q3,No,0,36,Offer C,Yes,29.27,Yes,Yes,DSL,9,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,70.7,2511.95,0.0,60,1053.72,3625.67,EHBMWD9943,1,Q3,3,Stayed,No,0,71,3566,nan,nan,1,Female,55,No,No,No,No,0,ZXIZKT7249,1,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,68,350.0,critical
FSYUJVKRL7348,5274-XHAKY,1,Q3,Yes,10,41,Offer B,Yes,1.6,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,3893.6,0.0,0,65.6,3959.2,WEPVLF3976,1,Q3,4,Stayed,No,0,43,2196,nan,nan,1,Female,19,Yes,No,Yes,Yes,2,FZOCVZ2128,1,United States,California,Compton,90222,"33.912246, -118.236773",33.912246,-118.236773,69,350.0,critical
QDSQWPABB9479,1442-BQPVU,1,Q3,No,0,13,nan,No,0.0,No,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.15,357.15,0.0,0,0.0,357.15,HBXPSX8735,1,Q3,4,Stayed,No,0,71,2876,nan,nan,1,Female,33,No,No,No,No,0,HDWZLP4947,1,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,70,350.0,occasional_defaulter
AQNXJWILV9114,3978-YNKDD,1,Q3,No,0,19,nan,Yes,36.16,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.85,467.5,0.0,0,687.04,1154.54,PSENKC2948,1,Q3,4,Stayed,No,0,43,2654,nan,nan,1,Male,62,No,No,No,Yes,2,TEIHMM7467,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,71,350.0,critical
ZMCJIDMSV8723,4940-KHCWD,1,Q3,Yes,1,60,Offer B,No,0.0,No,Yes,Cable,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,37.7,2288.7,0.0,0,0.0,2288.7,IORPIA4896,1,Q3,4,Stayed,No,0,54,5148,nan,nan,1,Female,61,No,No,Yes,No,0,HZOJJR8646,1,United States,California,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,72,350.0,critical
JNTHTOPAV2175,9589-ABEPT,1,Q3,Yes,9,69,nan,Yes,3.08,Yes,Yes,Fiber Optic,20,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.45,6460.55,0.0,0,212.52,6673.07,RMXTAX1697,1,Q3,3,Stayed,No,0,56,4452,nan,nan,1,Male,47,No,No,Yes,No,0,EIEAIB3811,1,United States,California,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,75,350.0,critical
OWLAAQAQN7294,9388-ZEYVT,1,Q3,No,0,43,Offer B,No,0.0,No,Yes,DSL,11,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,44.15,1931.3,0.0,0,0.0,1931.3,LIUONA9158,1,Q3,4,Stayed,No,0,42,2522,nan,nan,1,Male,63,No,No,No,No,0,AIMRJF6213,1,United States,California,Gardena,90247,"33.890853, -118.297967",33.890853,-118.297967,76,350.0,occasional_defaulter
ZIZWITFGU6632,0305-SQECB,1,Q3,No,0,11,nan,No,0.0,No,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0.0,100,0.0,502.6,GYYMQO2724,1,Q3,4,Stayed,No,0,67,4265,nan,nan,1,Female,54,No,No,No,Yes,1,QUDERR6831,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,77,350.0,occasional_defaulter
JRGQJPWUI3451,7605-SNLQG,1,Q3,Yes,6,45,Offer B,Yes,6.49,No,Yes,DSL,22,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,2221.55,0.0,0,292.05,2513.6,HFRVLJ7185,1,Q3,4,Stayed,No,0,44,2036,nan,nan,1,Female,42,No,No,Yes,No,0,YYMFYU9775,1,United States,California,Gardena,90249,"33.90139, -118.315697",33.90139,-118.315697,78,350.0,critical
JBCWGAMZE4861,4670-TABXH,1,Q3,Yes,6,72,nan,Yes,22.95,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.75,7758.9,0.0,0,1652.4,9411.3,BTECNN5566,1,Q3,3,Stayed,No,0,71,5791,nan,nan,1,Male,53,No,No,Yes,No,0,RGDESH9151,1,United States,California,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083,79,350.0,critical
NESMWQYTD4445,0064-SUDOG,1,Q3,Yes,3,12,nan,Yes,19.28,No,No,nan,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,224.5,0.0,0,231.36,455.86,VSFPIF7436,1,Q3,5,Stayed,No,0,57,5190,nan,nan,1,Female,48,No,No,Yes,Yes,3,QGETNA5184,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,81,350.0,critical
AYXLFYAGX8166,8561-NMTBD,1,Q3,Yes,3,67,nan,Yes,20.41,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,112.35,7388.45,0.0,0,1367.47,8755.92,LNMZOP5847,1,Q3,4,Stayed,No,0,46,5427,nan,nan,1,Female,20,Yes,No,Yes,Yes,3,ZQMFUO1291,1,United States,California,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,82,350.0,critical
FNGBHAHDR2754,5161-XEUVX,1,Q3,Yes,8,37,Offer C,Yes,13.13,Yes,Yes,Fiber Optic,58,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,94.3,3460.95,0.0,0,485.81,3946.76,EUUZXY9114,1,Q3,3,Stayed,No,0,49,2615,nan,nan,1,Male,23,Yes,No,Yes,No,0,IGKYWX6198,1,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669,83,350.0,critical
ZDMCMBLHY6599,8292-FRFZQ,1,Q3,No,0,39,Offer C,No,0.0,No,Yes,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,41.15,1700.9,0.0,0,0.0,1700.9,SATTQL1146,1,Q3,4,Stayed,No,0,67,3445,nan,nan,1,Female,19,Yes,No,No,No,0,FVDVBO2961,1,United States,California,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,84,11.0,occasional_defaulter
FWLXTBUBE8379,8591-NXRCV,1,Q3,No,0,41,Offer B,Yes,31.08,Yes,Yes,DSL,12,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.65,3090.65,0.0,100,1274.28,4464.93,AHRYRC1535,1,Q3,4,Stayed,No,0,77,3859,nan,nan,1,Female,47,No,No,No,No,0,GVPDUR2653,1,United States,California,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181,85,350.0,critical
XECFJRKKO8489,7895-VONWT,1,Q3,No,0,25,Offer C,No,0.0,No,Yes,Cable,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.25,1293.8,0.0,0,0.0,1293.8,NISHCD3458,1,Q3,5,Stayed,No,0,46,4284,nan,nan,1,Female,20,Yes,No,No,No,0,HYDONX1277,1,United States,California,Manhattan Beach,90266,"33.889632, -118.39737",33.889632,-118.39737,86,350.0,occasional_defaulter
FROGFTOJI3476,4526-RMTLL,1,Q3,No,0,8,Offer E,Yes,37.28,Yes,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.15,645.8,0.0,0,298.24,944.04,BUOPFQ8575,1,Q3,4,Stayed,No,0,64,4457,nan,nan,1,Male,32,No,No,Yes,Yes,1,YWAZTV5849,1,United States,California,Maywood,90270,"33.988572, -118.186565",33.988572,-118.186565,87,350.0,occasional_defaulter
